Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/01/8106,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/3642,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9072,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/16/4393,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17
85,21:00-21:15,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.32,4.41,81.4,31.28,0,37.23,0,2.46,0,0,0,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.32,4.41,81.4,31.28,0,37.23,0,2.46,0,0,0,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.32,4.41,81.4,31.28,0,37.23,0,2.46,0,0,0,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.32,4.41,81.4,31.28,0,37.23,0,2.46,0,0,0,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,30.78,0,37.23,0,2.38,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,30.78,0,37.23,0,2.38,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,30.28,0,37.23,0,2.38,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,30.28,0,37.23,0,2.38,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,29.77,0,37.23,0,2.3,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,29.77,0,37.23,0,2.3,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,29.77,0,37.23,0,2.3,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,2.51,70.27,272.51,200,12.41,86.93,37.23,0,2.17,4.41,81.4,29.77,0,37.23,0,2.3,0,47.56,142.69,205.82,37.23,12.41,6.66,7.16,13,0,0,7.17,21.5,13,0,7,0,0,0,0,0,0,0,0,0

